"('not yet another barbecue sauce', 'Malty')"
"('rice cooker chicken bog', 'Malty')"
"('moroccan red snapper with cumin seeds', 'Hoppy')"
"('awesome high heat holiday turkey', 'Specialty')"
"('spicy soy ginger salad dressing', 'Hoppy')"
"('banana  honey and walnut ice cream', 'Malty')"
"('salad with walnut vinaigrette and warm chevre', 'Hoppy')"
"('lightened up  eggplant   aubergine  rollatini', 'Fruity/Spicy')"
"('asparagus cigars', 'Hoppy')"
"('uncle rick s caribbean chicken curry  revised', 'Fruity/Spicy')"
"('chili dog chili', 'Hoppy')"
"('very berry bread pudding', 'Fruity/Spicy')"
"('my favourite curry  gujrati kadhi', 'Fruity/Spicy')"
"('chile cornbread salad', 'Hoppy')"
"('low carb eggplant  aubergine  parmesan', 'Fruity/Spicy')"
"('aunt kathi s fresh apple cake', 'Malty')"
"('vegan spinach dip  tofu', 'Malty')"
"('lazy mini okonomiyaki', 'Specialty')"
"('zucchini oatmeal muffins', 'Malty')"
"('california fish tacos with dry roasted peppers and mango', 'Hoppy')"
"('tom yum', 'Hoppy')"
"('quick   easy frittata', 'Hoppy')"
"('vegetarian chicken sandwich spread', 'Malty')"
"('roasted shallots', 'Hoppy')"
"('kielbasa appetizer   2 ingredients', 'Malty')"
"('maple syrup cookies', 'Malty')"
"('ground beef casserole with almonds', 'Hoppy')"
"('low fat high taste breakfast omelette', 'Fruity/Spicy')"
"('seven fruit salad', 'Hoppy')"
"('supatra s thai chicken  gai yang', 'Hoppy')"
"('marvelous maple walnut granola', 'Malty')"
"('collard greens with tomatoes and garlic', 'Hoppy')"
"('jamaican jerk nachos', 'Hoppy')"
"('maryland dill dip', 'Hoppy')"
"('zucchini and tomato soup', 'Fruity/Spicy')"
"('stuffed new potatoes', 'Smoky')"
"('the other  shrimp cocktail', 'Hoppy')"
"('gma s wacky chocolate cake', 'Rich/Hearty')"
"('spanakopita in pastry cups', 'Fruity/Spicy')"
"('ranch chicken cheese ball with pecans', 'Fruity/Spicy')"
"('kashmiri onion chutney  gand chetin', 'Hoppy')"
"('saucy spareribs', 'Roasty')"
"('oven baked honey barbecue spareribs', 'Hoppy')"
"('light creamy coleslaw', 'Hoppy')"
"('runsas', 'Hoppy')"
"('tahini ginger dressing', 'Fruity/Spicy')"
"('lentils and rice casserole', 'Hoppy')"
"('dutch babies', 'Hoppy')"
"('green beans  cream style', 'Specialty')"
"('strozzapreti or  priest chokers  with sage sauce', 'Crisp')"
"('spicy banana soup', 'Hoppy')"
"('poor man s casserole', 'Hoppy')"
"('laura bush s carrot muffins', 'Specialty')"
"('super quick stroganoff', 'Hoppy')"
"('wayne s cranberry sauce  paula deen', 'Fruity/Spicy')"
"('spiced pumpkin cupcakes', 'Specialty')"
"('caramel frosting i', 'Specialty')"
"('mini ricotta cheesecakes with berries', 'Specialty')"
"('flax seed coated fish', 'Hoppy')"
"('beef and cabbage soup  a la  shoneys', 'Hoppy')"
"('pineapple popsicles', 'Specialty')"
"('mizithra browned buttered pasta', 'Fruity/Spicy')"
"('aunt emily s tea cakes', 'Specialty')"
"('thai red curry mixed vegetables', 'Hoppy')"
"('german cookies', 'Malty')"
"('uncle bill s petite pea vegetable soup', 'Hoppy')"
"('melt in the mouth mince pies', 'Specialty')"
"('deli style pasta salad', 'Fruity/Spicy')"
"('caribbean baked bananas', 'Malty')"
"('pan fried cod with asian dressing', 'Crisp')"
"('greeny s peanut butter banana bread', 'Malty')"
"('smoky hot chicken stir fried with dried red chillies and green g', 'Fruity/Spicy')"
"('crock pot mushroomy chicken livers', 'Malty')"
"('fruity stuffed french toast', 'Specialty')"
"('crowd size minestrone', 'Fruity/Spicy')"
"('cuban black bean hummus', 'Hoppy')"
"('14 day pickles', 'Malty')"
"('tiny ham   pineapple pot pie   pies', 'Specialty')"
"('dave s perfect pasta', 'Hoppy')"
"('swordfish with chermoula', 'Hoppy')"
"('chocolate chip sundrop muffins', 'Roasty')"
"('fusako s japanese ham rice', 'Hoppy')"
"('delicious hash browns ham and egg bake', 'Specialty')"
"('fluffy pancakes or waffles     gluten free', 'Malty')"
"('steak mustard dip', 'Hoppy')"
"('not yo mama s crock pot roast beef', 'Roasty')"
"('creamy honey mustard chicken or ham casserole', 'Malty')"
"('linda s asian salmon', 'Fruity/Spicy')"
"('health cake', 'Specialty')"
"('tomato cheddar rarebit', 'Hoppy')"
"('mom s beer bread', 'Malty')"
"('spanish seasoned pork  slow cooker  crockpot', 'Smoky')"
"('grilled lemon tarragon chicken', 'Fruity/Spicy')"
"('chantilly potatoes', 'Specialty')"
"('slow cooked italian bean soup', 'Hoppy')"
"('steve s pumpkin cake', 'Specialty')"
"('spiced mussels in white wine', 'Hoppy')"
"('sweet potato chowder', 'Fruity/Spicy')"
"('swedish green potatoes', 'Hoppy')"
"('fortune cookies', 'Specialty')"
"('peach cobbler ice cream cake', 'Specialty')"
"('maggie s decadent brownies', 'Specialty')"
"('mini lentil meatballs', 'Specialty')"
"('ciabatta cornbread stuffing', 'Rich/Hearty')"
"('chambord hot cocoa', 'Specialty')"
"('vinaigrette', 'Hoppy')"
"('rodeo fries', 'Malty')"
"('smoked salmon pancakes', 'Specialty')"
"('easy creamy curry chicken and rice casserole', 'Hoppy')"
"('honey roast vegetables on pepper polenta with creamy blue cheese', 'Hoppy')"
"('cod with spiced red lentils', 'Hoppy')"
"('vegetarian wonton dumplings', 'Hoppy')"
"('crock pot italian roast beef', 'Hoppy')"
"('beer battered tilapia', 'Hoppy')"
"('ham and swiss picnic  bread', 'Specialty')"
"('luscious lime angel squares', 'Hoppy')"
"('chicken oreganata', 'Hoppy')"
"('hot italian giardiniera', 'Hoppy')"
"('isaiah s tasty reduced fat tuna salad', 'Crisp')"
"('diane s cheap and easy chili', 'Hoppy')"
"('peanut butter cup pie', 'Specialty')"
"('roasted pork   veggies for two', 'Malty')"
"('low fat choc orange cake', 'Roasty')"
"('easiest  homemade  chicken  or turkey  pot pie ever', 'Malty')"
"('christina s chimichurri sauce', 'Hoppy')"
"('margo s sweet potato waffles', 'Malty')"
"('scallion pancakes with ginger dipping sauce', 'Hoppy')"
"('family palachinka recipe', 'Specialty')"
"('peppermint patty martini', 'Malty')"
"('cuban style oven roasted pork', 'Fruity/Spicy')"
"('roast sweet potato fries', 'Hoppy')"
"('down east corn chowder  crock pot', 'Malty')"
"('ham and cheese stuffed burgers', 'Specialty')"
"('plain cookies', 'Specialty')"
"('brazilian shrimp soup', 'Hoppy')"
"('norwegian spice cookies', 'Specialty')"
"('easy lemon dill chicken', 'Hoppy')"
"('avgolemono soup  greek egg lemon soup', 'Hoppy')"
"('honeydew melon with lime juice', 'Hoppy')"
"('baby bok choy   authentic chinese recipe', 'Malty')"
"('onion compote', 'Malty')"
"('mexican style chili with polenta squares', 'Fruity/Spicy')"
"('poor mans skillet beef stew', 'Hoppy')"
"('snow white salad', 'Specialty')"
"('cream scones', 'Specialty')"
"('chinese chicken with sweet onions', 'Fruity/Spicy')"
"('kumara kumala or sweet potato  pie', 'Malty')"
"('garlic bread supreme', 'Hoppy')"
"('mom s favorite chicken', 'Fruity/Spicy')"
"('broccoli chowder with vegetarian options', 'Fruity/Spicy')"
"('frozen coconut mango pops', 'Malty')"
"('bobby flay s quick saffron risotto with roasted asparagus', 'Fruity/Spicy')"
"('swiss onion bread ring', 'Malty')"
"('suppertime turnip greens', 'Hoppy')"
"('pink nipple', 'Fruity/Spicy')"
"('extremely easy chocolate zucchini cake', 'Roasty')"
"('vanilla cardamom plum jelly', 'Hoppy')"
"('pink grapefruit sorbet', 'Hoppy')"
"('southwestern taco chicken 5 ww points', 'Malty')"
"('wonderful sweet potatoes with pecan praline topping', 'Specialty')"
"('vegetarian cabbage stew', 'Rich/Hearty')"
"('welfare cookies', 'Crisp')"
"('stir fried pork with bok choy and noodles', 'Malty')"
"('linguine w  creamy zucchini sauce', 'Hoppy')"
"('fantastic apple cranberry apricot matzoh kugel', 'Sour')"
"('baked beans on toast au fromage', 'Fruity/Spicy')"
"('roasted red pepper sauce for pasta', 'Malty')"
"('cinnamon sugar mix for cinnamon toast', 'Malty')"
"('gg s baked scallops', 'Hoppy')"
"('blue cheese chicken salad sandwiches', 'Malty')"
"('apple crepes', 'Specialty')"
"('malay style curry puff', 'Hoppy')"
"('ham and cheese pasta salad', 'Fruity/Spicy')"
"('easy chicken stroganoff  paprika', 'Malty')"
"('salsify   oyster plant', 'Rich/Hearty')"
"('gluten free casein free applesauce muffins', 'Malty')"
"('stuffed cupcakes', 'Specialty')"
"('spicy chili with beans', 'Hoppy')"
"('grilled lobster tails', 'Fruity/Spicy')"
"('pineapple nut bars', 'Malty')"
"('lebanese tea', 'Hoppy')"
"('mellow mushroom  magical mystery tour  pizza  copycat', 'Fruity/Spicy')"
"('german sweet chocolate pie', 'Specialty')"
"('dirty vodka martini w blue cheese olives', 'Hoppy')"
"('coriander and lemon crusted barramundi with cucumber mint salsa', 'Crisp')"
"('sesame garlic sirloin steak', 'Malty')"
"('crock pot steak with mushrooms', 'Hoppy')"
"('grilled swordfish with pineapple plantain chutney', 'Hoppy')"
"('chunky minestrone', 'Malty')"
"('anguilla beef and pineapple kebabs from longmeadow farm', 'Hoppy')"
"('french market crock pot soup', 'Hoppy')"
"('spicy pepper steak', 'Hoppy')"
"('vanilla malted ice cream', 'Specialty')"
"('roasted pear salad', 'Fruity/Spicy')"
"('cranberry cream cheese stuffed french toast', 'Specialty')"
"('blt creamy mac  n  cheese  rachael ray', 'Fruity/Spicy')"
"('bourbon butterscotch baked apples', 'Specialty')"
"('how i got my son to eat green beans', 'Malty')"
"('sweet green tomato corn muffins', 'Hoppy')"
"('balsamic   roasted garlic vinaigrette', 'Hoppy')"
"('lucia s italian style turkey stuffing', 'Malty')"
"('sinfully rich lasagna', 'Fruity/Spicy')"
"('chocolate berry trifle with toasted almonds', 'Specialty')"
"('fried banana chocolate ravioli with chocolate rum sauce', 'Roasty')"
"('gruyere chicken', 'Fruity/Spicy')"
"('fluffy whole wheat pancakes', 'Specialty')"
"('virgin islands spiced salt', 'Malty')"
"('chocolaty peanut butter banana bread', 'Roasty')"
"('chili and beer braised catfish', 'Hoppy')"
"('hershey s syrup copycat', 'Malty')"
"('quinoa casserole', 'Hoppy')"
"('devil s dew', 'Malty')"
"('beef patties with cream sauce', 'Hoppy')"
"('oatmeal porridge  with egg', 'Malty')"
"('cinnamon pecan twistcookies', 'Malty')"
"('shrimp and mushrooms', 'Hoppy')"
"('adult fruit salad    alcoholic  martinique    caribbean', 'Fruity/Spicy')"
"('sunny s honey dijon chicken', 'Crisp')"
"('red wine balsamic salad dressing', 'Rich/Hearty')"
"('blue plate beef patties', 'Hoppy')"
"('grandma s easy peach cobbler', 'Malty')"
"('buttermilk and sour cherry scones for afternoon tea and picnics', 'Sour')"
"('emergency spread', 'Hoppy')"
"('scandinavian coffee', 'Specialty')"
"('polski sausage with red cabbage', 'Hoppy')"
"('riley s frozen turtle pie', 'Specialty')"
"('golden zucchini', 'Hoppy')"
"('chicken breasts stuffed with spinach   sun dried tomatoes', 'Fruity/Spicy')"
"('sloppy joe baked potatoes', 'Hoppy')"
"('pastillas de leche', 'Malty')"
"('healthy bean chalupas', 'Specialty')"
"('southwestern chicken skillet  ww core', 'Malty')"
"('baked salmon with mushroom sauce', 'Hoppy')"
"('minted lamb chops   slow cooker', 'Crisp')"
"('onion soup with parmigiano and cracked pepper', 'Malty')"
"('crisp roast chicken', 'Malty')"
"('not too sweet  sweet and sour sauce', 'Malty')"
"('palestinian fattoush', 'Hoppy')"
"('blush dressing', 'Hoppy')"
"('root beer float  cocktail', 'Specialty')"
"('bruschetta grilled chicken zoodle bowl', 'Fruity/Spicy')"
"('bacon and onion biscuits', 'Smoky')"
"('oriental coleslaw   2', 'Sour')"
"('orange cream fruit salad', 'Fruity/Spicy')"
"('armenian eggplant salad', 'Hoppy')"
"('madam nupur sen s mudi ghanto  fish head with rice', 'Hoppy')"
"('spaghetti sauce italiano', 'Hoppy')"
"('hearty tomato meatball chowder', 'Hoppy')"
"('warm layered bean dip', 'Hoppy')"
"('angie s shrimp canapes', 'Crisp')"
"('diabetic  low fat pumpkin pie', 'Specialty')"
"('hot sausage dip', 'Hoppy')"
"('cindy s coconut pound cake', 'Specialty')"
"('nat s easy sangria', 'Fruity/Spicy')"
"('magic muesli', 'Malty')"
"('crock pot maple sauced pears', 'Fruity/Spicy')"
"('perfect new england fish chowder', 'Crisp')"
"('shrimp wrapped in prosciutto and basil  on rosemary skewers', 'Crisp')"
"('crustless spinach quiche', 'Fruity/Spicy')"
"('amish peanut brittle', 'Roasty')"
"('broccoli pie', 'Fruity/Spicy')"
"('the yummiest  garlic butter potatoes', 'Malty')"
"('cheddar cheese and broccoli appetizers', 'Malty')"
"('riesling baked pears', 'Fruity/Spicy')"
"('super bran muffins', 'Sour')"
"('apple custard bars', 'Malty')"
"('chicken amyaki', 'Malty')"
"('banana oatmeal bars', 'Specialty')"
"('california pizza kitchen potato leek soup', 'Fruity/Spicy')"
"('creamy blue cheese french style dressing', 'Hoppy')"
"('cucumber dill dressing', 'Crisp')"
"('bacon  dijon mustard   green onion stuffed burger', 'Hoppy')"
"('french chopped chicken liver pate', 'Malty')"
"('papa leo s cassava pone', 'Specialty')"
"('light   tasty spiced apple dessert', 'Malty')"
"('lemon walnut scones', 'Hoppy')"
"('pasta  beans   n  greens', 'Malty')"
"('nutty biscotti', 'Hoppy')"
"('sticky toffee sauce    nigella lawson', 'Specialty')"
"('galloping horses  ma ho', 'Hoppy')"
"('karl s favorite cucumbers', 'Hoppy')"
"('biscuit topped chicken pot pie', 'Malty')"
"('cheesy chive muffins', 'Hoppy')"
"('pumpkin breakfast bread', 'Specialty')"
"('bubble  za', 'Hoppy')"
"('chocolate fudge mint brownies', 'Specialty')"
"('linguine with prosciutto and olives', 'Fruity/Spicy')"
"('best and easiest pork chops ever', 'Malty')"
"('samosa pie', 'Hoppy')"
"('savory brunch pizza', 'Hoppy')"
"('simple cioppino', 'Crisp')"
"('quick clam chowder', 'Hoppy')"
"('shrimply divine dip', 'Specialty')"
"('pastrami cheese burgers', 'Fruity/Spicy')"
"('max   erma s  chicken tortilla soup   sue s original clone', 'Fruity/Spicy')"
"('choc crackles   without copha', 'Roasty')"
"('maple cream sandwich cookies', 'Specialty')"
"('chicken and barley chili', 'Malty')"
"('easy pita bread  no yeast', 'Sour')"
"('pear tarte   medieval pear pie', 'Malty')"
"('chicken with sour cream sauce', 'Malty')"
"('yummy pumpkin mousse', 'Specialty')"
"('mock crab pate', 'Malty')"
"('leftover turkey curry', 'Hoppy')"
"('mongolian hot pot', 'Hoppy')"
"('asian style lettuce wraps', 'Hoppy')"
"('cola barbecued beer can chicken', 'Malty')"
"('italian cheese bread', 'Hoppy')"
"('zippy  tuna  rolls  raw foods', 'Hoppy')"
"('summer berry crisp', 'Specialty')"
"('cream cheese chuck roast', 'Specialty')"
"('triple citrus cheesecake', 'Fruity/Spicy')"
"('pineberry smoothie', 'Specialty')"
"('blueberry butter', 'Roasty')"
"('wonderfully wonderful whipped cream cake', 'Specialty')"
"('honey lemon  un tea', 'Malty')"
"('easy filipino pork or chicken adobo', 'Malty')"
"('shrimp  avocado and tomato salad', 'Hoppy')"
"('daddy longlegs cupcakes', 'Roasty')"
"('baby food pasta', 'Fruity/Spicy')"
"('scotch eggs  baked not fried', 'Hoppy')"
"('sour cream chicken tarts', 'Malty')"
"('spicy chicken in a creamy tomato sauce', 'Fruity/Spicy')"
"('speckkartoffel  potatoes with bacon', 'Smoky')"
"('mango salsa  1', 'Hoppy')"
"('leslie s broccoli  wild rice  and mushroom stuffing', 'Malty')"
"('chilli  salt and pepper squid', 'Hoppy')"
"('coconut toast', 'Specialty')"
"('rack of lamb with lemon', 'Hoppy')"
"('lemon risotto with garlic crab', 'Hoppy')"
"('spinach gorgonzola cornbread  crock pot', 'Hoppy')"
"('cheshire soup', 'Fruity/Spicy')"
"('blue cheese orzo salad', 'Fruity/Spicy')"
"('chestnuts and prunes', 'Fruity/Spicy')"
"('basic vinaigrette dressing with 8 variations', 'Hoppy')"
"('almond shake paleo and gluten free', 'Roasty')"
"('easy vanilla soda', 'Specialty')"
"('frosted rhubarb cookies', 'Specialty')"
"('swiss  round steak with onion gravy', 'Hoppy')"
"('chicken  spinach and cannellini bean quesadillas', 'Hoppy')"
"('1 dish caramel pecan coffee cake  round', 'Malty')"
"('irish cream chocolate macadamia nut pie', 'Specialty')"
"('olive garden   beef filets in balsamic sauce', 'Hoppy')"
"('pretzel crusted chicken tenders', 'Fruity/Spicy')"
"('chocolate gingerbread drops', 'Roasty')"
"('sicilian pizza dough', 'Sour')"
"('the oak grill popover', 'Crisp')"
"('basic stir fry', 'Rich/Hearty')"
"('anadama batter bread', 'Roasty')"
"('godiva irish coffee', 'Specialty')"
"('low carb pepperoni pizza frittata', 'Hoppy')"
"('wild rice and spinach gratin', 'Specialty')"
"('drop donuts', 'Specialty')"
"('pumpkin doughnut drops', 'Specialty')"
"('crock pot chicken and sausage cassoulet', 'Malty')"
"('banoffee', 'Specialty')"
"('flounder piccata with spinach', 'Hoppy')"
"('garlic cheese french bread', 'Fruity/Spicy')"
"('the best  pad thai', 'Crisp')"
"('fabulous fettuccine', 'Hoppy')"
"('earth scrub  a green  soft scrub   all purpose cleaner', 'Roasty')"
"('lip smacking and finger sticking good drumsticks', 'Malty')"
"('slow cooker corned beef and cabbage', 'Hoppy')"
"('quick greek stew', 'Malty')"
"('pistachio and quinoa tabbouli  gluten free', 'Hoppy')"
"('southwest chicken lasagna', 'Hoppy')"
"('quick tomato  basil   garlic pasta dinner', 'Hoppy')"
"('whiskey butter sauce', 'Hoppy')"
"('grilled balsamic garlic crusted pork tenderloins', 'Malty')"
"('lentil spaghetti', 'Fruity/Spicy')"
"('middle eastern herb omelette', 'Hoppy')"
"('paprika chicken  for diabetics', 'Malty')"
"('beefy cheesy casserole supper', 'Hoppy')"
"('chuck wagon skillet', 'Malty')"
"('tuna bean soup', 'Malty')"
"('chicago style deep dish pizza', 'Hoppy')"
"('day before casserole', 'Roasty')"
"('chicken mole de woolfe', 'Malty')"
"('butter pecan sugar snap peas', 'Hoppy')"
"('ultimate coffee cake  paula deen', 'Roasty')"
"('healthy whole wheat bran  flax  whey pancakes with yogurt cheese', 'Specialty')"
"('cheeseburger sandwiches', 'Hoppy')"
"('onion salisbury steak', 'Hoppy')"
"('fennel  smoked salmon and orange salad', 'Fruity/Spicy')"
"('asian style chicken croquettes', 'Fruity/Spicy')"
"('guaranteed cinnamon streusel coffee cake', 'Specialty')"
"('chickpea pasta salad', 'Hoppy')"
"('gourmet enchiladas', 'Malty')"
"('jalapeno jack polenta cakes with cilantro corn salsa', 'Hoppy')"
